county,date,icu_avail,icu_total,med_avail,med_total,ped_avail,ped_total,pic_avail,pic_total,covid_patients,covid_vents,vents_use,vents,icu_avail_mean,icu_total_mean,med_avail_mean,med_total_mean,ped_avail_mean,ped_total_mean,pic_avail_mean,pic_total_mean,covid_patients_mean,covid_vents_mean,vents_use_mean,vents_mean,icu_percent,med_percent,ped_percent,pic_percent,covid_icu,covid_icu_mean,county_fips,latitude,longitude
Wyoming,2020-10-05T00:00:00Z,0,0,3,10,0,0,0,0,0,0,0,5,0,0,7.6,10,0,0,0,0,0,0,0,5,NA,30,NA,NA,NA,NA,42131,41.51892488,-76.01813003
Venango,2020-10-05T00:00:00Z,15,43,34,59,0,0,0,0,0,0,0,13,16.5,42.9,26.6,59.5,0,0,0,0,0.3,0,0,13,34.9,57.6,NA,NA,NA,NA,42121,41.40341259,-79.76286561
Union,2020-10-05T00:00:00Z,1,9,13,79,8,8,0,0,6,1,1,35,1.6,9,36.5,79,8,8,0,0,6.7,0.5,0.4,35,11.1,16.5,100,NA,NA,NA,42119,40.96473131,-77.06415803
York,2020-10-05T00:00:00Z,20,117,52,507,16,19,0,0,52,9,45,92,17.7,106.1,43.1,490.2,12.8,17.9,0,0,44.9,6.7,36.9,92,17.1,10.3,84.2,NA,NA,NA,42133,39.92192531,-76.72576052
Susquehanna,2020-10-05T00:00:00Z,0,0,21,46,0,0,0,0,0,0,0,2,0,0,19.8,46,0,0,0,0,0,0,0,2,NA,45.7,NA,NA,NA,NA,42115,41.8205686,-75.80250303
Clinton,2020-10-06T00:00:00Z,0,0,29,29,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,42035,41.23286274,-77.642837599999993
Bucks,2020-10-06T00:00:00Z,37,78,245,739,14,19,0,0,2,1,16,101,39.7,78,292.8,739,17.5,19,0,0,4.1,0.1,14.8,101,47.4,33.2,73.7,NA,NA,NA,42017,40.33501133,-75.11291241
Centre,2020-10-06T00:00:00Z,11,24,21,131,6,6,0,0,8,0,1,26,12.4,24,27.6,131,5,6,0,0,4.9,0,0.3,26,45.8,16,100,NA,NA,NA,42027,40.9193135,-77.82500112
Allegheny,2020-10-06T00:00:00Z,127,802,640,3283,56,242,3,48,76,11,178,813,123.1,818.1,632.5,3280.7,58.7,244.6,7,47.6,53.8,9.2,191.1,814.8,15.8,19.5,23.1,6.2,NA,NA,42003,40.46735543,-79.98619843
Clearfield,2020-10-06T00:00:00Z,1,23,5,74,1,6,0,0,1,0,1,17,2.1,25.5,9,80.1,1.3,7.4,0,0,0.3,0,1.6,17,4.3,6.8,16.7,NA,NA,NA,42033,41.000429,-78.47558343
Beaver,2020-10-06T00:00:00Z,4,17,5,105,0,0,0,0,5,0,0,0,3.1,14.6,7.7,91.8,0,0,0,0,4.1,0.4,0,0,23.5,4.8,NA,NA,NA,NA,42007,40.68349245,-80.35107356
Bradford,2020-10-06T00:00:00Z,15,38,39,211,0,0,0,0,13,3,7,26,15.4,38,41.4,211,0,0,0,0,7.7,1.1,5.1,26,39.5,18.5,NA,NA,NA,NA,42015,41.79117814,-76.51825624
Clarion,2020-10-06T00:00:00Z,4,7,12,25,0,0,0,0,0,0,0,4,3.1,6.1,10.4,25,0,0,0,0,0.3,0,0.1,2.3,57.1,48,NA,NA,NA,NA,42031,41.19279129,-79.42483608
Cameron,2020-10-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42023,41.43880265,-78.20916932
Blair,2020-10-06T00:00:00Z,20,136,83,238,0,12,0,0,10,4,18,36,21.6,136.3,64.4,239,0.1,12,0,0,8.3,4,18,36,14.7,34.9,0,NA,NA,NA,42013,40.48555024,-78.34907687
Adams,2020-10-06T00:00:00Z,2,10,0,60,0,0,0,0,0,0,0,4,3.4,10,4.2,61,0,0,0,0,0.1,0,0.4,4,20,0,NA,NA,NA,NA,42001,39.87209565,-77.22224271
Chester,2020-10-06T00:00:00Z,32,94,114,577,6,11,0,0,24,2,10,139,40.4,97.1,113.6,574.4,7.8,11,0,0,14.1,2.1,13.7,133.1,34,19.8,54.5,NA,NA,NA,42029,39.97487056,-75.75626498
Bedford,2020-10-06T00:00:00Z,4,4,25,40,0,0,0,0,2,0,0,8,4,4,27.3,39.2,0,0,0,0,1,0,0,8,100,62.5,NA,NA,NA,NA,42009,40.00737536,-78.49116474
Butler,2020-10-06T00:00:00Z,15,20,66,156,0,0,0,0,1,0,7,28,13.6,19.8,77.7,146.1,0,0,0,0,0.5,0.1,5.8,28,75,42.3,NA,NA,NA,NA,42019,40.91083185,-79.91711779
Armstrong,2020-10-06T00:00:00Z,7,12,41,81,0,0,0,0,0,0,2,6,8.2,12,48,81,0,0,0,0,0.6,0,0.6,6,58.3,50.6,NA,NA,NA,NA,42005,40.81509526,-79.47316899
Berks,2020-10-06T00:00:00Z,7,53,57,567,18,25,0,0,35,2,28,143,12.8,52.9,65.1,561.9,17.6,24.9,0,0,30.3,1.4,24.4,143,13.2,10.1,72,NA,NA,NA,42011,40.41939635,-75.93077327
Carbon,2020-10-06T00:00:00Z,3,6,18,40,0,0,0,0,0,0,0,3,2,6,15.4,40,0,0,0,0,0,0,0.1,3,50,45,NA,NA,NA,NA,42025,40.91936701,-75.71107039
Cambria,2020-10-06T00:00:00Z,5,25,46,258,7,7,0,0,10,1,12,57,4.1,25,51.9,264.4,6.4,7,0,0,6.8,0.4,13.7,57,20,17.8,100,NA,NA,NA,42021,40.49127491,-78.71894174
Forest,2020-10-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42053,41.51357876,-79.23780995
Huntingdon,2020-10-06T00:00:00Z,1,7,32,50,0,0,0,0,0,0,0,0,1.2,7,30.8,50,0,0,0,0,0,0,0,0,14.3,64,NA,NA,NA,NA,42061,40.416105,-77.9827661
Fulton,2020-10-06T00:00:00Z,0,0,2,21,0,0,0,0,0,0,0,2,0,0,9.1,21,0,0,0,0,0,0,0,2,NA,9.5,NA,NA,NA,NA,42057,39.92487511,-78.11485045
Elk,2020-10-06T00:00:00Z,7,7,3,19,0,0,0,0,0,0,0,7,5.6,7,6.1,19,0,0,0,0,0,0,0,7,100,15.8,NA,NA,NA,NA,42047,41.42819416,-78.64947713
Fayette,2020-10-06T00:00:00Z,6,15,32,104,0,0,0,0,3,1,3,28,3.9,15,36.5,104,0,0,0,0,5,0.5,3,28,40,30.8,NA,NA,NA,NA,42051,39.9194478,-79.65189635
Cumberland,2020-10-06T00:00:00Z,39,101,34,357,0,4,0,0,5,1,13,55,42.9,98.9,40.3,352.1,0,4,0,0,6,0.2,12.1,55,38.6,9.5,0,NA,NA,NA,42041,40.16759839,-77.26866271
Franklin,2020-10-06T00:00:00Z,10,34,69,219,5,6,0,0,8,2,8,27,11.8,34,70.1,219,4.8,6,0,0,6.6,1.1,5.9,27,29.4,31.5,83.3,NA,NA,NA,42055,39.92786197,-77.72398845
Indiana,2020-10-06T00:00:00Z,4,12,28,102,0,0,0,0,2,1,3,23,5.6,12,29.1,102,0,0,0,0,2.9,0.6,1.6,23,33.3,27.5,NA,NA,NA,NA,42063,40.65295497,-79.09333493
Greene,2020-10-06T00:00:00Z,0,0,2,12,0,0,0,0,0,0,0,5,0,0,2.4,12,0,0,0,0,0,0,0,5,NA,16.7,NA,NA,NA,NA,42059,39.85480393,-80.22943817
Crawford,2020-10-06T00:00:00Z,8,18,65,138,6,6,0,0,2,0,0,24,9.4,18,74.3,138,5.7,6,0,0,0.6,0,0.3,24,44.4,47.1,100,NA,NA,NA,42039,41.68546907,-80.11321083
Jefferson,2020-10-06T00:00:00Z,4,5,36,60,0,0,0,0,0,0,0,17,3.3,5,35.4,60,0,0,0,0,0.4,0.2,0,17,80,60,NA,NA,NA,NA,42065,41.13139091,-79.00101814
Erie,2020-10-06T00:00:00Z,36,177,75,589,2,13,0,0,8,1,42,143,34.3,176,92.2,572.4,2.1,11.5,0,0,7,3,43.6,143,20.3,12.7,15.4,NA,NA,NA,42049,41.99413787,-80.0407591
Dauphin,2020-10-06T00:00:00Z,37,179,21,513,3,60,5,18,22,4,65,169,41.4,178.2,35.2,514.8,5.1,59.9,3.5,18,17.9,3.2,59.6,169,20.7,4.1,5,27.8,NA,NA,42043,40.41974636,-76.77960568
Delaware,2020-10-06T00:00:00Z,12,76,108,511,6,10,0,0,16,0,36,160,15.1,75.7,110,523.7,4.5,9.6,0,0,17.4,0.4,39.4,160,15.8,21.1,60,NA,NA,NA,42045,39.91657867,-75.40627712
Columbia,2020-10-06T00:00:00Z,4,0,17,31,0,0,0,0,0,0,0,9,7.3,8.2,16.4,32.5,0,0,0,0,0.1,0,0,9,NA,54.8,NA,NA,NA,NA,42037,41.04912086,-76.4100218
Lebanon,2020-10-06T00:00:00Z,3,18,19,99,0,0,0,0,16,1,3,12,6.1,17.9,20.1,97.9,0,0,0,0,8.1,0.3,2.4,12,16.7,19.2,NA,NA,NA,NA,42075,40.367597,-76.46182575
Montgomery,2020-10-06T00:00:00Z,143,337,343,1458,30,35,0,0,36,8,105,396,133.7,337.1,336.6,1443.6,29.2,33.7,0,0,28.4,6.6,90.6,396,42.4,23.5,85.7,NA,NA,NA,42091,40.20989874,-75.37252001
Mercer,2020-10-06T00:00:00Z,17,34,209,310,0,0,0,0,3,0,2,28,20.4,34,205.5,309.3,0,0,0,0,3.1,0,2,28,50,67.4,NA,NA,NA,NA,42085,41.30237777,-80.26009411
Juniata,2020-10-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42067,40.53433008,-77.405775
Luzerne,2020-10-06T00:00:00Z,15,59,9,399,7,7,0,0,5,0,16,120,9.4,60.1,24.3,396.7,4.2,7,0,0,3.2,0,15.6,120,25.4,2.3,100,NA,NA,NA,42079,41.17836439,-75.9919961
Lackawanna,2020-10-06T00:00:00Z,4,47,16,367,8,22,0,0,4,0,5,41,6.6,48.3,19.9,367,10.2,22,0,0,3.6,0,5,41,8.5,4.4,36.4,NA,NA,NA,42069,41.43910064,-75.61218345
Lycoming,2020-10-06T00:00:00Z,5,56,66,200,1,6,0,0,4,0,7,41,5.6,55.9,79.4,208.6,1.2,6.9,0,0,3.3,0,4.9,45,8.9,33,16.7,NA,NA,NA,42081,41.34459792,-77.06942457
Lancaster,2020-10-06T00:00:00Z,18,80,81,542,24,29,0,0,22,1,17,112,18.8,85.7,98.4,543.5,24,29,0,0,15.8,1.1,15.9,112,22.5,14.9,82.8,NA,NA,NA,42071,40.04590796,-76.25138768
Montour,2020-10-06T00:00:00Z,13,124,4,267,2,36,3,14,29,2,33,186,16.9,123.4,11.8,267,2.5,36,7,14,21.1,1.6,30.8,186,10.5,1.5,5.6,21.4,NA,NA,42093,41.02801824,-76.66470527
Lawrence,2020-10-06T00:00:00Z,6,12,0,62,0,0,0,0,6,0,1,10,5.6,11.9,2.2,62.7,0,0,0,0,3.2,0,1.9,10,50,0,NA,NA,NA,NA,42073,40.99325035,-80.33754114
Mifflin,2020-10-06T00:00:00Z,4,10,11,87,0,0,0,0,5,0,0,15,5.4,12.1,23.4,84.9,0,0,0,0,4.7,0,0,15,40,12.6,NA,NA,NA,NA,42087,40.61274928,-77.62003089
Lehigh,2020-10-06T00:00:00Z,14,172,63,1084,20,89,5,13,39,7,80,236,9.3,172,78.1,1083.9,18.6,89,3.4,13,30.6,5.1,73.6,236,8.1,5.8,22.5,38.5,NA,NA,42077,40.61464794,-75.60099481
Monroe,2020-10-06T00:00:00Z,8,36,20,240,0,16,0,0,1,0,9,23,4,36,17,240,0.2,16,0,0,0.6,0.1,6,23.5,22.2,8.3,0,NA,NA,NA,42089,41.06091787,-75.34083603
McKean,2020-10-06T00:00:00Z,3,10,24,38,16,29,0,0,0,0,0,8,3,10,20.9,38,13.8,29,0,0,0,0,0,8,30,63.2,55.2,NA,NA,NA,42083,41.81037074,-78.5712202
Northampton,2020-10-06T00:00:00Z,1,12,10,150,0,0,0,0,1,0,2,3,4.9,17.8,28.4,168.6,0,0,0,0,1.6,0.2,1,1.7,8.3,6.7,NA,NA,NA,NA,42095,40.7545954,-75.31263726
Schuylkill,2020-10-06T00:00:00Z,1,16,22,123,0,9,0,0,5,0,0,10,1.5,16,11.2,123,5.7,9,0,0,6.8,0,0.6,10,6.2,17.9,0,NA,NA,NA,42107,40.70751243,-76.22332385
Potter,2020-10-06T00:00:00Z,5,6,33,39,0,0,0,0,1,0,4,4,2.9,6,27.6,39,0,0,0,0,0.4,0,4,4,83.3,84.6,NA,NA,NA,NA,42105,41.74420644,-77.89879229
Pike,2020-10-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42103,41.332572,-75.03270924
Somerset,2020-10-06T00:00:00Z,27,46,108,136,0,0,0,0,0,0,0,2,27,46,108.3,136,0,0,0,0,0.2,0,0,2,58.7,79.4,NA,NA,NA,NA,42111,39.97146299,-79.03100206
Perry,2020-10-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42099,40.40415317,-77.25907385
Snyder,2020-10-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42109,40.77113737,-77.07255968
Philadelphia,2020-10-06T00:00:00Z,129,779,573,3808,39,77,30,247,110,11,347,1332,135.7,782.8,477.5,3788.9,36.4,90.4,22.1,250.6,101.6,10.9,342.4,1332,16.6,15,50.6,12.1,NA,NA,42101,40.00444354,-75.140236
Northumberland,2020-10-06T00:00:00Z,2,7,6,40,0,0,0,0,8,0,0,4,1.6,7,8.8,40,0,0,0,0,9.6,0,0,4,28.6,15,NA,NA,NA,NA,42097,40.85150926,-76.71188423
Sullivan,2020-10-06T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42113,41.4480994,-76.5147922
York,2020-10-06T00:00:00Z,15,115,26,503,14,19,0,0,51,8,42,92,17.8,106.7,42.4,489.4,12.9,17.9,0,0,45.4,7,37.6,92,13,5.2,73.7,NA,NA,NA,42133,39.92192531,-76.72576052
Washington,2020-10-06T00:00:00Z,7,34,51,236,0,0,0,0,8,0,16,61,7.4,32.5,59.1,249.7,0,0,0,0,4.6,0.2,12.3,61,20.6,21.6,NA,NA,NA,NA,42125,40.19109663,-80.25180083
Wyoming,2020-10-06T00:00:00Z,0,0,3,10,0,0,0,0,0,0,0,5,0,0,7.3,10,0,0,0,0,0,0,0,5,NA,30,NA,NA,NA,NA,42131,41.51892488,-76.01813003
Westmoreland,2020-10-06T00:00:00Z,36,78,33,314,0,0,0,0,20,0,12,88,37.6,78,45.4,314,0,0,0,0,12.4,1.2,8.8,88,46.2,10.5,NA,NA,NA,NA,42129,40.310315,-79.47134118
Warren,2020-10-06T00:00:00Z,0,6,4,21,0,0,0,0,0,0,1,3,1.1,6,1.6,21.4,0,0,0,0,0,0,1,3,0,19,NA,NA,NA,NA,42123,41.81675237,-79.27858158
Union,2020-10-06T00:00:00Z,1,9,13,79,8,8,0,0,6,1,1,35,1.5,9,33.2,79,8,8,0,0,6.8,0.6,0.5,35,11.1,16.5,100,NA,NA,NA,42119,40.96473131,-77.06415803
Susquehanna,2020-10-06T00:00:00Z,0,0,20,46,0,0,0,0,0,0,0,2,0,0,19.8,46,0,0,0,0,0,0,0,2,NA,43.5,NA,NA,NA,NA,42115,41.8205686,-75.80250303
Wayne,2020-10-06T00:00:00Z,1,8,17,25,0,0,0,0,0,0,2,8,2.9,8,15.9,25,0,0,0,0,0.1,0,1.6,8,12.5,68,NA,NA,NA,NA,42127,41.64969805,-75.3051535
Venango,2020-10-06T00:00:00Z,11,43,27,60,0,0,0,0,0,0,0,13,15.6,42.9,27.4,59.5,0,0,0,0,0.3,0,0,13,25.6,45,NA,NA,NA,NA,42121,41.40341259,-79.76286561
Tioga,2020-10-06T00:00:00Z,1,6,29,47,0,0,0,0,0,0,0,0,2.9,6,33.2,47.1,0,0,0,0,0,0,0,0,16.7,61.7,NA,NA,NA,NA,42117,41.77333834,-77.25788076
Armstrong,2020-10-07T00:00:00Z,7,12,41,81,0,0,0,0,0,0,2,6,8,12,48,81,0,0,0,0,0.6,0,0.7,6,58.3,50.6,NA,NA,NA,NA,42005,40.81509526,-79.47316899
Centre,2020-10-07T00:00:00Z,9,24,6,131,6,6,0,0,8,0,1,26,12.4,24,26.1,131,5.1,6,0,0,5.4,0,0.4,26,37.5,4.6,100,NA,NA,NA,42027,40.9193135,-77.82500112
Chester,2020-10-07T00:00:00Z,36,106,108,556,7,11,0,0,22,3,10,139,39.8,98,114.5,572.9,7.8,11,0,0,15.1,2.2,13.3,133.6,34,19.4,63.6,NA,NA,NA,42029,39.97487056,-75.75626498
Bradford,2020-10-07T00:00:00Z,15,38,26,211,0,0,0,0,17,2,9,26,16.3,38,39.9,211,0,0,0,0,8.8,1.2,5.6,26,39.5,12.3,NA,NA,NA,NA,42015,41.79117814,-76.51825624
Beaver,2020-10-07T00:00:00Z,5,16,16,113,0,0,0,0,4,0,0,0,3.3,14.8,7.9,91.4,0,0,0,0,3.9,0.4,0,0,31.2,14.2,NA,NA,NA,NA,42007,40.68349245,-80.35107356
Clinton,2020-10-07T00:00:00Z,0,0,29,29,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,NA,100,NA,NA,NA,NA,42035,41.23286274,-77.642837599999993
Carbon,2020-10-07T00:00:00Z,0,6,17,40,0,0,0,0,0,0,0,3,1.8,6,15.4,40,0,0,0,0,0,0,0.1,3,0,42.5,NA,NA,NA,NA,42025,40.91936701,-75.71107039
Allegheny,2020-10-07T00:00:00Z,118,774,574,3333,34,245,4,48,77,12,194,813,123.4,816.4,633.5,3282.6,57.9,244.6,6.9,47.6,56.4,9.6,191.7,814.6,15.2,17.2,13.9,8.3,NA,NA,42003,40.46735543,-79.98619843
Berks,2020-10-07T00:00:00Z,11,55,66,567,13,25,0,0,42,2,30,143,12.4,52.9,63.4,562.3,17.1,24.9,0,0,31.4,1.4,24.6,143,20,11.6,52,NA,NA,NA,42011,40.41939635,-75.93077327
Blair,2020-10-07T00:00:00Z,21,137,63,243,0,12,0,0,9,4,18,36,21.9,136.4,66,239.4,0.1,12,0,0,8.4,4,18,36,15.3,25.9,0,NA,NA,NA,42013,40.48555024,-78.34907687
Butler,2020-10-07T00:00:00Z,12,23,63,158,0,0,0,0,2,0,5,28,13.5,19.9,76.6,147.1,0,0,0,0,0.6,0.1,5.9,28,52.2,39.9,NA,NA,NA,NA,42019,40.91083185,-79.91711779
Bedford,2020-10-07T00:00:00Z,4,4,25,39,0,0,0,0,2,0,0,8,4,4,27.5,39.2,0,0,0,0,1.1,0,0,8,100,64.1,NA,NA,NA,NA,42009,40.00737536,-78.49116474
Cambria,2020-10-07T00:00:00Z,5,25,45,258,7,7,0,0,10,1,14,57,3.9,25,50.1,263.4,6.4,7,0,0,7.1,0.4,13.8,57,20,17.4,100,NA,NA,NA,42021,40.49127491,-78.71894174
Clearfield,2020-10-07T00:00:00Z,8,27,10,90,5,10,0,0,1,0,1,17,2.6,25.5,9.2,80.6,1.5,7.4,0,0,0.4,0,1.6,17,29.6,11.1,50,NA,NA,NA,42033,41.000429,-78.47558343
Adams,2020-10-07T00:00:00Z,2,10,0,67,0,0,0,0,1,0,2,4,3.3,10,4.2,61.5,0,0,0,0,0.1,0,0.6,4,20,0,NA,NA,NA,NA,42001,39.87209565,-77.22224271
Cameron,2020-10-07T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42023,41.43880265,-78.20916932
Clarion,2020-10-07T00:00:00Z,3,7,15,25,0,0,0,0,0,0,0,4,3.2,6.3,10.6,25,0,0,0,0,0.3,0,0.1,2.6,42.9,60,NA,NA,NA,NA,42031,41.19279129,-79.42483608
Bucks,2020-10-07T00:00:00Z,33,78,241,739,15,19,0,0,2,1,15,101,40.4,78,289.4,739,17.4,19,0,0,3.8,0.1,14.4,101,42.3,32.6,78.9,NA,NA,NA,42017,40.33501133,-75.11291241
Greene,2020-10-07T00:00:00Z,0,0,1,12,0,0,0,0,0,0,0,5,0,0,2.1,12,0,0,0,0,0,0,0,5,NA,8.3,NA,NA,NA,NA,42059,39.85480393,-80.22943817
Fayette,2020-10-07T00:00:00Z,6,15,34,104,0,0,0,0,2,1,3,28,4.1,15,36.1,104,0,0,0,0,4.8,0.6,3,28,40,32.7,NA,NA,NA,NA,42051,39.9194478,-79.65189635
Erie,2020-10-07T00:00:00Z,36,175,87,592,11,19,0,0,6,1,36,143,34.1,176.6,92.3,575.1,2.9,12.2,0,0,6.9,3,43.5,143,20.6,14.7,57.9,NA,NA,NA,42049,41.99413787,-80.0407591
Forest,2020-10-07T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42053,41.51357876,-79.23780995
Cumberland,2020-10-07T00:00:00Z,37,101,22,357,0,4,0,0,5,1,13,55,42.6,99.5,39.3,357,0,4,0,0,5.8,0.3,12.1,55,36.6,6.2,0,NA,NA,NA,42041,40.16759839,-77.26866271
Franklin,2020-10-07T00:00:00Z,8,34,62,219,3,6,0,0,6,3,11,27,11.6,34,70.1,219,4.7,6,0,0,6.8,1.2,6.4,27,23.5,28.3,50,NA,NA,NA,42055,39.92786197,-77.72398845
Elk,2020-10-07T00:00:00Z,6,7,4,19,0,0,0,0,0,0,0,7,5.8,7,5.7,19,0,0,0,0,0,0,0,7,85.7,21.1,NA,NA,NA,NA,42047,41.42819416,-78.64947713
Columbia,2020-10-07T00:00:00Z,4,0,13,31,0,0,0,0,0,0,0,9,6.6,7.4,15.8,32.1,0,0,0,0,0.1,0,0,9,NA,41.9,NA,NA,NA,NA,42037,41.04912086,-76.4100218
Delaware,2020-10-07T00:00:00Z,11,81,95,505,6,10,0,0,20,0,37,160,14.7,76.4,109.6,523.3,4.5,9.6,0,0,17.6,0.4,39.5,160,13.6,18.8,60,NA,NA,NA,42045,39.91657867,-75.40627712
Huntingdon,2020-10-07T00:00:00Z,1,7,35,50,0,0,0,0,0,0,0,0,0.8,7,30.9,50,0,0,0,0,0,0,0,0,14.3,70,NA,NA,NA,NA,42061,40.416105,-77.9827661
Crawford,2020-10-07T00:00:00Z,8,18,65,138,6,6,0,0,2,0,0,24,9.4,18,73.6,138,5.8,6,0,0,0.8,0,0.2,24,44.4,47.1,100,NA,NA,NA,42039,41.68546907,-80.11321083
Jefferson,2020-10-07T00:00:00Z,4,5,33,60,0,0,0,0,0,0,0,17,3.4,5,35.4,60,0,0,0,0,0.4,0.1,0,17,80,55,NA,NA,NA,NA,42065,41.13139091,-79.00101814
Dauphin,2020-10-07T00:00:00Z,42,179,16,515,1,60,2,18,23,4,70,169,40.7,178.3,31.8,514.8,4.6,59.9,3.4,18,18.3,3.3,60.6,169,23.5,3.1,1.7,11.1,NA,NA,42043,40.41974636,-76.77960568
Indiana,2020-10-07T00:00:00Z,4,12,28,102,0,0,0,0,2,1,3,23,5.6,12,29.1,102,0,0,0,0,2.8,0.6,1.7,23,33.3,27.5,NA,NA,NA,NA,42063,40.65295497,-79.09333493
Fulton,2020-10-07T00:00:00Z,0,0,0,21,0,0,0,0,0,0,0,2,0,0,7.9,21,0,0,0,0,0,0,0,2,NA,0,NA,NA,NA,NA,42057,39.92487511,-78.11485045
McKean,2020-10-07T00:00:00Z,1,10,23,38,15,29,0,0,0,0,0,8,2.9,10,20.9,38,13.9,29,0,0,0,0,0,8,10,60.5,51.7,NA,NA,NA,42083,41.81037074,-78.5712202
Mifflin,2020-10-07T00:00:00Z,6,10,11,87,0,0,0,0,5,0,0,15,5.6,12.1,21.9,84.9,0,0,0,0,4.8,0,0,15,60,12.6,NA,NA,NA,NA,42087,40.61274928,-77.62003089
Lawrence,2020-10-07T00:00:00Z,6,12,2,62,0,0,0,0,7,0,3,10,5.6,11.9,2,62.6,0,0,0,0,3.7,0,1.9,10,50,3.2,NA,NA,NA,NA,42073,40.99325035,-80.33754114
Monroe,2020-10-07T00:00:00Z,5,36,18,240,1,16,0,0,2,0,9,23,4.1,36,18,240,0.1,16,0,0,0.8,0.1,6.4,23.4,13.9,7.5,6.2,NA,NA,NA,42089,41.06091787,-75.34083603
Lackawanna,2020-10-07T00:00:00Z,5,47,19,367,10,22,0,0,4,0,5,41,6.6,48.3,19.6,367,10,22,0,0,3.9,0,5,41,10.6,5.2,45.5,NA,NA,NA,42069,41.43910064,-75.61218345
Northampton,2020-10-07T00:00:00Z,1,12,10,150,0,0,0,0,1,0,2,3,4.6,17.1,26.7,166,0,0,0,0,1.6,0.1,1.1,1.9,8.3,6.7,NA,NA,NA,NA,42095,40.7545954,-75.31263726
Lancaster,2020-10-07T00:00:00Z,4,80,78,538,21,29,0,0,22,1,17,112,18.1,85.1,97.5,543,23.6,29,0,0,16.6,1,16,112,5,14.5,72.4,NA,NA,NA,42071,40.04590796,-76.25138768
Montour,2020-10-07T00:00:00Z,14,124,1,267,0,36,3,14,29,2,33,186,17,123.4,11.9,267,1.8,36,6.5,14,22.4,1.6,30.9,186,11.3,0.4,0,21.4,NA,NA,42093,41.02801824,-76.66470527
Luzerne,2020-10-07T00:00:00Z,8,59,21,399,7,7,0,0,5,0,16,120,9.5,60.2,24.3,396.8,4.4,7,0,0,3.4,0,15.9,120,13.6,5.3,100,NA,NA,NA,42079,41.17836439,-75.9919961
Mercer,2020-10-07T00:00:00Z,17,34,195,307,0,0,0,0,3,0,2,28,20,34,204,309.3,0,0,0,0,3.1,0,2,28,50,63.5,NA,NA,NA,NA,42085,41.30237777,-80.26009411
Juniata,2020-10-07T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42067,40.53433008,-77.405775
Lycoming,2020-10-07T00:00:00Z,10,56,56,200,1,7,0,0,4,0,7,41,6,56,77.5,207.9,1.1,6.9,0,0,3.4,0,5,44.7,17.9,28,14.3,NA,NA,NA,42081,41.34459792,-77.06942457
Montgomery,2020-10-07T00:00:00Z,115,341,293,1450,32,35,0,0,37,9,106,396,131.6,337.4,334.3,1442.9,29.5,33.7,0,0,29.2,6.9,91.2,396,33.7,20.2,91.4,NA,NA,NA,42091,40.20989874,-75.37252001
Lehigh,2020-10-07T00:00:00Z,9,172,74,1078,14,89,1,13,43,7,76,236,9.4,172,76.9,1083,18.6,89,3.1,13,32,5.2,74.4,236,5.2,6.9,15.7,7.7,NA,NA,42077,40.61464794,-75.60099481
Lebanon,2020-10-07T00:00:00Z,4,17,15,98,0,0,0,0,16,2,5,12,6,17.9,20.3,98.1,0,0,0,0,9.1,0.4,2.6,12,23.5,15.3,NA,NA,NA,NA,42075,40.367597,-76.46182575
