shot_x,shot_y,shot_distance,shot_type,scoring_play,score_value
-22,12,25.059928172283335,Jump Shot,FALSE,0
-6,4,7.211102550927978,Turnaround Jump Shot,FALSE,0
-21,11,23.706539182259394,Jump Shot,TRUE,3
11,22,24.596747752497688,Step Back Jump Shot,TRUE,3
15,20,25,Jump Shot,TRUE,3
-11,21,23.706539182259394,Pullup Jump Shot,FALSE,0
5,18,18.681541692269406,Jump Shot,FALSE,0
-12,23,25.942243542145693,Jump Shot,FALSE,0
-12,45,46.57252408878007,Pullup Jump Shot,FALSE,0
0,9,9,Driving Floating Jump Shot,TRUE,2
23,6,23.769728648009426,Jump Shot,TRUE,3
16,21,26.40075756488817,Jump Shot,FALSE,0
7,25,25.96150997149434,Step Back Jump Shot,FALSE,0
14,11,17.804493814764857,Jump Shot,FALSE,0
1,3,3.1622776601683795,Driving Layup Shot,FALSE,0
0,3,3,Floating Jump Shot,TRUE,2
23,5,23.53720459187964,Jump Shot,FALSE,0
-19,17,25.495097567963924,Jump Shot,FALSE,0
-3,17,17.26267650163207,Pullup Jump Shot,FALSE,0
1,2,2.23606797749979,Driving Layup Shot,FALSE,0
2,5,5.385164807134504,Driving Floating Jump Shot,TRUE,2
-2,1,2.23606797749979,Layup Driving Reverse,TRUE,2
-23,1,23.021728866442675,Jump Shot,FALSE,0
6,11,12.529964086141668,Pullup Jump Shot,TRUE,2
-17,17,24.041630560342615,Jump Shot,TRUE,3
9,24,25.632011235952593,Pullup Jump Shot,FALSE,0
19,17,25.495097567963924,Jump Shot,TRUE,3
-21,13,24.698178070456937,Jump Shot,FALSE,0
-1,2,2.23606797749979,Driving Layup Shot,FALSE,0
-22,8,23.40939982143925,Jump Shot,TRUE,3
-21,13,24.698178070456937,Jump Shot,TRUE,3
-13,22,25.553864678361276,Pullup Jump Shot,FALSE,0
-4,7,8.06225774829855,Driving Floating Bank Jump Shot,FALSE,0
0,2,2,Layup Driving Reverse,TRUE,2
0,2,2,Layup Driving Reverse,FALSE,0
2,8,8.246211251235321,Fade Away Jump Shot,FALSE,0
-22,11,24.596747752497688,Running Jump Shot,TRUE,3
1,6,6.082762530298219,Running Jump Shot,TRUE,2
22,10,24.166091947189145,Pullup Jump Shot,TRUE,3
-10,26,27.85677655436824,Jump Shot,FALSE,0
-2,25,25.079872407968907,Pullup Jump Shot,TRUE,3
-15,20,25,Jump Shot,TRUE,3
-11,23,25.495097567963924,Jump Shot,FALSE,0
2,24,24.08318915758459,Pullup Jump Shot,TRUE,3
-14,19,23.600847442411894,Jump Shot,TRUE,3
11,24,26.40075756488817,Pullup Jump Shot,TRUE,3
13,21,24.698178070456937,Pullup Jump Shot,FALSE,0
-2,24,24.08318915758459,Jump Shot,FALSE,0
-12,14,18.439088914585774,Pullup Jump Shot,FALSE,0
-16,20,25.612496949731394,Jump Shot,FALSE,0
-2,24,24.08318915758459,Running Jump Shot,FALSE,0
-16,20,25.612496949731394,Running Pullup Jump Shot,FALSE,0
1,3,3.1622776601683795,Running Layup Shot,FALSE,0
2,2,2.8284271247461903,Hook Driving Bank,TRUE,2
-1,1,1.4142135623730951,Driving Layup Shot,TRUE,2
2,27,27.073972741361768,Jump Shot,FALSE,0
2,3,3.605551275463989,Driving Layup Shot,FALSE,0
-3,25,25.179356624028344,Jump Shot,FALSE,0
-9,2,9.219544457292887,Turnaround Fade Away Jump Shot,FALSE,0
-22,-1,22.02271554554524,Jump Shot,FALSE,0
-23,-2,23.08679276123039,Jump Shot,FALSE,0
-10,23,25.079872407968907,Jump Shot,FALSE,0
-16,19,24.839484696748443,Jump Shot,TRUE,3
2,9,9.219544457292887,Jump Shot,FALSE,0
23,7,24.041630560342615,Jump Shot,FALSE,0
-23,1,23.021728866442675,Jump Shot,TRUE,3
-17,18,24.758836806279895,Jump Shot,TRUE,3
16,20,25.612496949731394,Jump Shot,TRUE,3
0,9,9,Floating Jump Shot,FALSE,0
-23,2,23.08679276123039,Running Jump Shot,FALSE,0
-17,19,25.495097567963924,Running Jump Shot,TRUE,3
-22,6,22.80350850198276,Jump Shot,FALSE,0
-7,8,10.63014581273465,Driving Floating Jump Shot,FALSE,0
-19,18,26.1725046566048,Jump Shot,TRUE,3
18,11,21.095023109728988,Jump Shot,FALSE,0
-15,22,26.627053911388696,Jump Shot,TRUE,3
10,23,25.079872407968907,Jump Shot,FALSE,0
2,6,6.324555320336759,Driving Hook Shot,FALSE,0
-20,16,25.612496949731394,Jump Shot,FALSE,0
9,24,25.632011235952593,Jump Shot,TRUE,3
-1,3,3.1622776601683795,Driving Layup Shot,FALSE,0
-19,15,24.20743687382041,Jump Shot,FALSE,0
-2,3,3.605551275463989,Cutting Layup Shot,TRUE,2
-13,3,13.341664064126334,Pullup Jump Shot,FALSE,0
-1,7,7.0710678118654755,Driving Floating Jump Shot,FALSE,0
-23,5,23.53720459187964,Jump Shot,TRUE,3
-23,2,23.08679276123039,Jump Shot,FALSE,0
5,17,17.72004514666935,Pullup Jump Shot,FALSE,0
-1,2,2.23606797749979,Running Layup Shot,TRUE,2
-14,21,25.238858928247925,Pullup Jump Shot,FALSE,0
-21,10,23.259406699226016,Step Back Jump Shot,TRUE,3
-23,6,23.769728648009426,Jump Shot,FALSE,0
-22,9,23.769728648009426,Jump Shot,TRUE,3
-14,20,24.413111231467404,Jump Shot,TRUE,3
16,18,24.08318915758459,Jump Shot,FALSE,0
-1,2,2.23606797749979,Running Layup Shot,FALSE,0
-23,0,23,Running Jump Shot,TRUE,3
4,7,8.06225774829855,Jump Shot,FALSE,0
10,22,24.166091947189145,Jump Shot,TRUE,3
1,6,6.082762530298219,Driving Hook Shot,FALSE,0
-18,17,24.758836806279895,Running Jump Shot,FALSE,0
-5,-1,5.0990195135927845,Running Layup Shot,FALSE,0
7,7,9.899494936611665,Jump Shot Bank,TRUE,2
3,2,3.605551275463989,Layup Shot,FALSE,0
20,22,29.732137494637012,Jump Shot,FALSE,0
-1,6,6.082762530298219,Layup Shot,TRUE,2
-13,2,13.152946437965905,Jump Shot,FALSE,0
-18,23,29.206163733020468,Jump Shot,FALSE,0
-19,25,31.400636936215164,Jump Shot,TRUE,3
0,19,19,Pullup Jump Shot,FALSE,0
-15,26,30.01666203960727,Jump Shot,FALSE,0
2,1,2.23606797749979,Driving Layup Shot,TRUE,2
24,8,25.298221281347036,Step Back Jump Shot,FALSE,0
22,7,23.08679276123039,Jump Shot,FALSE,0
-2,26,26.076809620810597,Jump Shot,FALSE,0
-2,0,2,Layup Running Reverse,FALSE,0
23,12,25.942243542145693,Jump Shot,FALSE,0
-4,2,4.47213595499958,Layup Shot,TRUE,2
5,11,12.083045973594572,Pullup Jump Shot,FALSE,0
19,17,25.495097567963924,Jump Shot,TRUE,3
3,1,3.1622776601683795,Running Layup Shot,TRUE,2
-3,0,3,Driving Layup Shot,FALSE,0
