county,date,cases,cases_avg_new,cases_cume,cases_rate,cases_avg_new_rate,cases_cume_rate,deaths,deaths_avg_new,deaths_cume,population,deaths_rate,deaths_avg_new_rate,deaths_cume_rate,longitude,latitude
Susquehanna,2020-05-21T00:00:00Z,3,1.3,90,7.4,3.2,223.2,0,0,15,40328,0,0,37.2,-75.80250303,41.8205686
Warren,2020-05-21T00:00:00Z,0,0.1,3,0,0.4,7.7,0,0,0,39191,0,0,0,-79.27858158,41.81675237
Sullivan,2020-05-21T00:00:00Z,0,0,2,0,0,33,0,0,0,6066,0,0,0,-76.5147922,41.4480994
Union,2020-05-21T00:00:00Z,0,2.3,51,0,5.1,113.5,0,0,1,44923,0,0,2.23,-77.06415803,40.96473131
Tioga,2020-05-21T00:00:00Z,0,0,16,0,0,39.4,0,0,2,40591,0,0,4.93,-77.25788076,41.77333834
York,2020-05-21T00:00:00Z,14,9.1,896,3.1,2,199.5,0,0.6,23,449058,0,0.13,5.12,-76.72576052,39.92192531
Somerset,2020-05-21T00:00:00Z,0,0.6,37,0,0.8,50.4,1,0.1,1,73447,1.36,0.19,1.36,-79.03100206,39.97146299
Wayne,2020-05-21T00:00:00Z,3,1,112,5.8,1.9,218.1,0,0,7,51361,0,0,13.63,-75.3051535,41.64969805
McKean,2020-05-22T00:00:00Z,0,0,8,0,0,19.7,0,0,1,40625,0,0,2.46,-78.5712202,41.81037074
Clearfield,2020-05-22T00:00:00Z,0,0.1,31,0,0.2,39.1,0,0,0,79255,0,0,0,-78.47558343,41.000429
Dauphin,2020-05-22T00:00:00Z,13,16.9,1049,4.7,6.1,376.9,3,2.6,74,278299,1.08,0.92,26.59,-76.77960568,40.41974636
Bedford,2020-05-22T00:00:00Z,1,0.6,38,2.1,1.2,79.4,0,0,2,47888,0,0,4.18,-78.49116474,40.00737536
Columbia,2020-05-22T00:00:00Z,1,1.1,345,1.5,1.8,531.1,2,0.4,32,64964,3.08,0.66,49.26,-76.4100218,41.04912086
Clinton,2020-05-22T00:00:00Z,1,0.9,48,2.6,2.2,124.2,0,0.1,3,38632,0,0.37,7.77,-77.642837599999993,41.23286274
Beaver,2020-05-22T00:00:00Z,2,5.1,547,1.2,3.1,333.7,1,0.6,77,163929,0.61,0.35,46.97,-80.35107356,40.68349245
Fayette,2020-05-22T00:00:00Z,0,0.6,89,0,0.4,68.8,0,0,4,129274,0,0,3.09,-79.65189635,39.9194478
Erie,2020-05-22T00:00:00Z,19,11.1,216,7,4.1,80.1,0,0,4,269728,0,0,1.48,-80.0407591,41.99413787
Centre,2020-05-22T00:00:00Z,4,1.7,140,2.5,1.1,86.2,0,0,5,162385,0,0,3.08,-77.82500112,40.9193135
Berks,2020-05-22T00:00:00Z,15,29.1,3839,3.6,6.9,911.5,4,4.1,312,421164,0.95,0.98,74.08,-75.93077327,40.41939635
Armstrong,2020-05-22T00:00:00Z,0,0,58,0,0,89.6,1,0.1,4,64735,1.54,0.22,6.18,-79.47316899,40.81509526
Bradford,2020-05-22T00:00:00Z,1,0.4,44,1.7,0.7,72.9,0,0,3,60323,0,0,4.97,-76.51825624,41.79117814
Cambria,2020-05-22T00:00:00Z,0,0,46,0,0,35.3,0,0,2,130192,0,0,1.54,-78.71894174,40.49127491
Elk,2020-05-22T00:00:00Z,0,0,5,0,0,16.7,0,0,0,29910,0,0,0,-78.64947713,41.42819416
Blair,2020-05-22T00:00:00Z,0,1.6,44,0,1.3,36.1,0,0,1,121829,0,0,0.82,-78.34907687,40.48555024
Crawford,2020-05-22T00:00:00Z,0,0,21,0,0,24.8,0,0,0,84629,0,0,0,-80.11321083,41.68546907
Butler,2020-05-22T00:00:00Z,7,1.9,203,3.7,1,108.1,0,0,12,187853,0,0,6.39,-79.91711779,40.91083185
Carbon,2020-05-22T00:00:00Z,3,1.9,225,4.7,2.9,350.6,2,0.3,25,64182,3.12,0.45,38.95,-75.71107039,40.91936701
Clarion,2020-05-22T00:00:00Z,0,0.1,25,0,0.4,65,0,0,2,38438,0,0,5.2,-79.42483608,41.19279129
Delaware,2020-05-22T00:00:00Z,48,73.6,6063,8.5,13,1069.8,3,8,592,566747,0.53,1.41,104.46,-75.40627712,39.91657867
Allegheny,2020-05-22T00:00:00Z,10,21.3,1722,0.8,1.8,141.6,0,0.9,168,1216045,0,0.07,13.82,-79.98619843,40.46735543
Franklin,2020-05-22T00:00:00Z,13,14.9,713,8.4,9.6,459.9,1,1,34,155027,0.65,0.65,21.93,-77.72398845,39.92786197
Adams,2020-05-22T00:00:00Z,7,5.4,223,6.8,5.3,216.5,2,0.4,8,103009,1.94,0.42,7.77,-77.22224271,39.87209565
Bucks,2020-05-22T00:00:00Z,54,56.4,4767,8.6,9,758.8,9,7,504,628270,1.43,1.11,80.22,-75.11291241,40.33501133
Chester,2020-05-22T00:00:00Z,36,32.6,2303,6.9,6.2,438.7,7,4.7,273,524989,1.33,0.9,52,-75.75626498,39.97487056
Cumberland,2020-05-22T00:00:00Z,9,9.3,568,3.6,3.7,224.2,1,0.3,49,253370,0.39,0.11,19.34,-77.26866271,40.16759839
Cameron,2020-05-22T00:00:00Z,0,0,2,0,0,45,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Forest,2020-05-22T00:00:00Z,0,0,7,0,0,96.6,0,0,0,7247,0,0,0,-79.23780995,41.51357876
Mercer,2020-05-22T00:00:00Z,0,1.6,102,0,1.4,93.2,0,0.1,6,109424,0,0.13,5.48,-80.26009411,41.30237777
Northumberland,2020-05-22T00:00:00Z,2,3,164,2.2,3.3,180.5,0,0.1,3,90843,0,0.16,3.3,-76.71188423,40.85150926
Luzerne,2020-05-22T00:00:00Z,10,16,2611,3.2,5,822.6,5,2.3,151,317417,1.58,0.72,47.57,-75.9919961,41.17836439
Lawrence,2020-05-22T00:00:00Z,0,0.1,73,0,0.2,85.4,0,0,8,85512,0,0,9.36,-80.33754114,40.99325035
Mifflin,2020-05-22T00:00:00Z,0,0,58,0,0,125.7,0,0,1,46138,0,0,2.17,-77.62003089,40.61274928
Potter,2020-05-22T00:00:00Z,0,0,4,0,0,24.2,0,0,0,16526,0,0,0,-77.89879229,41.74420644
Montour,2020-05-22T00:00:00Z,0,0,50,0,0,274.3,0,0,0,18230,0,0,0,-76.66470527,41.02801824
Philadelphia,2020-05-22T00:00:00Z,238,222.4,21150,15,14,1335.2,18,14.7,1428,1584064,1.14,0.93,90.15,-75.140236,40.00444354
Indiana,2020-05-22T00:00:00Z,0,0.4,84,0,0.5,99.9,0,0,6,84073,0,0,7.14,-79.09333493,40.65295497
Perry,2020-05-22T00:00:00Z,2,0.7,45,4.3,1.5,97.3,0,0,1,46272,0,0,2.16,-77.25907385,40.40415317
Monroe,2020-05-22T00:00:00Z,4,5.3,1280,2.3,3.1,751.7,0,1.1,102,170271,0,0.67,59.9,-75.34083603,41.06091787
Lancaster,2020-05-22T00:00:00Z,53,46.7,2796,9.7,8.6,512.3,1,3.3,297,545724,0.18,0.6,54.42,-76.25138768,40.04590796
Fulton,2020-05-22T00:00:00Z,0,0.4,14,0,2.9,96.4,0,0,1,14530,0,0,6.88,-78.11485045,39.92487511
Schuylkill,2020-05-22T00:00:00Z,15,8.9,570,10.6,6.3,403.2,1,1,32,141359,0.71,0.71,22.64,-76.22332385,40.70751243
Huntingdon,2020-05-22T00:00:00Z,4,2.7,227,8.9,6,502.8,0,0.3,2,45144,0,0.63,4.43,-77.9827661,40.416105
Jefferson,2020-05-22T00:00:00Z,0,0,7,0,0,16.1,0,0,0,43425,0,0,0,-79.00101814,41.13139091
Juniata,2020-05-22T00:00:00Z,0,0,94,0,0,379.6,0,0.1,4,24763,0,0.58,16.15,-77.405775,40.53433008
Lehigh,2020-05-22T00:00:00Z,20,26.4,3608,5.4,7.2,976.9,6,5,234,369318,1.62,1.35,63.36,-75.60099481,40.61464794
Lebanon,2020-05-22T00:00:00Z,10,4,898,7.1,2.8,633.3,2,1.1,32,141793,1.41,0.81,22.57,-76.46182575,40.367597
Pike,2020-05-22T00:00:00Z,0,2.3,466,0,4.1,835,0,0,19,55809,0,0,34.04,-75.03270924,41.332572
Greene,2020-05-22T00:00:00Z,0,0,25,0,0,69,0,0,0,36233,0,0,0,-80.22943817,39.85480393
Montgomery,2020-05-22T00:00:00Z,94,94.7,6498,11.3,11.4,782,8,8.7,687,830915,0.96,1.05,82.68,-75.37252001,40.20989874
Lycoming,2020-05-22T00:00:00Z,3,1.3,157,2.6,1.1,138.6,2,0.7,17,113299,1.77,0.63,15,-77.06942457,41.34459792
Northampton,2020-05-22T00:00:00Z,21,25,2839,6.9,8.2,930,2,3.4,211,305285,0.66,1.12,69.12,-75.31263726,40.7545954
Lackawanna,2020-05-22T00:00:00Z,23,20,1457,11,9.5,694.9,1,3.7,171,209674,0.48,1.77,81.56,-75.61218345,41.43910064
Susquehanna,2020-05-22T00:00:00Z,2,1.4,92,5,3.5,228.1,0,0,15,40328,0,0,37.2,-75.80250303,41.8205686
Sullivan,2020-05-22T00:00:00Z,0,0,2,0,0,33,0,0,0,6066,0,0,0,-76.5147922,41.4480994
Union,2020-05-22T00:00:00Z,1,2.1,52,2.2,4.8,115.8,0,0,1,44923,0,0,2.23,-77.06415803,40.96473131
Snyder,2020-05-22T00:00:00Z,1,0.4,40,2.5,1.1,99.1,0,0,1,40372,0,0,2.48,-77.07255968,40.77113737
Washington,2020-05-22T00:00:00Z,1,0.7,129,0.5,0.3,62.4,0,0.1,5,206865,0,0.07,2.42,-80.25180083,40.19109663
Tioga,2020-05-22T00:00:00Z,0,0,16,0,0,39.4,0,0,2,40591,0,0,4.93,-77.25788076,41.77333834
Warren,2020-05-22T00:00:00Z,0,0.1,3,0,0.4,7.7,0,0,0,39191,0,0,0,-79.27858158,41.81675237
York,2020-05-22T00:00:00Z,12,9.9,908,2.7,2.2,202.2,1,0.7,24,449058,0.22,0.16,5.34,-76.72576052,39.92192531
Somerset,2020-05-22T00:00:00Z,0,0.6,37,0,0.8,50.4,0,0.1,1,73447,0,0.19,1.36,-79.03100206,39.97146299
Venango,2020-05-22T00:00:00Z,0,0.1,8,0,0.3,15.8,0,0,0,50668,0,0,0,-79.76286561,41.40341259
Wayne,2020-05-22T00:00:00Z,2,1.1,114,3.9,2.2,222,0,0,7,51361,0,0,13.63,-75.3051535,41.64969805
Westmoreland,2020-05-22T00:00:00Z,2,2,434,0.6,0.6,124.4,0,0,38,348899,0,0,10.89,-79.47134118,40.310315
Wyoming,2020-05-22T00:00:00Z,0,0.6,32,0,2.1,119.4,0,0,7,26794,0,0,26.13,-76.01813003,41.51892488
McKean,2020-05-23T00:00:00Z,0,0,8,0,0,19.7,0,0,1,40625,0,0,2.46,-78.5712202,41.81037074
Elk,2020-05-23T00:00:00Z,0,0,5,0,0,16.7,0,0,0,29910,0,0,0,-78.64947713,41.42819416
Delaware,2020-05-23T00:00:00Z,52,72.6,6115,9.2,12.8,1079,5,7,597,566747,0.88,1.24,105.34,-75.40627712,39.91657867
Cumberland,2020-05-23T00:00:00Z,10,9.9,578,3.9,3.9,228.1,0,0.3,49,253370,0,0.11,19.34,-77.26866271,40.16759839
Beaver,2020-05-23T00:00:00Z,5,5.9,552,3.1,3.6,336.7,0,0.4,77,163929,0,0.26,46.97,-80.35107356,40.68349245
Clarion,2020-05-23T00:00:00Z,0,0.1,25,0,0.4,65,0,0,2,38438,0,0,5.2,-79.42483608,41.19279129
Dauphin,2020-05-23T00:00:00Z,38,18.9,1087,13.7,6.8,390.6,1,2.4,75,278299,0.36,0.87,26.95,-76.77960568,40.41974636
Bucks,2020-05-23T00:00:00Z,19,53.3,4786,3,8.5,761.8,5,6.7,509,628270,0.8,1.07,81.02,-75.11291241,40.33501133
Centre,2020-05-23T00:00:00Z,3,1.9,143,1.8,1.1,88.1,0,0,5,162385,0,0,3.08,-77.82500112,40.9193135
Crawford,2020-05-23T00:00:00Z,1,0.1,22,1.2,0.2,26,0,0,0,84629,0,0,0,-80.11321083,41.68546907
Carbon,2020-05-23T00:00:00Z,2,1.7,227,3.1,2.7,353.7,0,0.3,25,64182,0,0.45,38.95,-75.71107039,40.91936701
Allegheny,2020-05-23T00:00:00Z,24,23.9,1746,2,2,143.6,0,0.7,168,1216045,0,0.06,13.82,-79.98619843,40.46735543
Blair,2020-05-23T00:00:00Z,0,1,44,0,0.8,36.1,0,0,1,121829,0,0,0.82,-78.34907687,40.48555024
Butler,2020-05-23T00:00:00Z,3,2.1,206,1.6,1.1,109.7,0,0,12,187853,0,0,6.39,-79.91711779,40.91083185
Cameron,2020-05-23T00:00:00Z,0,0,2,0,0,45,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Forest,2020-05-23T00:00:00Z,0,0,7,0,0,96.6,0,0,0,7247,0,0,0,-79.23780995,41.51357876
Franklin,2020-05-23T00:00:00Z,22,15.3,735,14.2,9.9,474.1,1,0.9,35,155027,0.65,0.55,22.58,-77.72398845,39.92786197
Chester,2020-05-23T00:00:00Z,21,33.6,2324,4,6.4,442.7,1,4.1,274,524989,0.19,0.79,52.19,-75.75626498,39.97487056
Erie,2020-05-23T00:00:00Z,0,10.7,216,0,4,80.1,1,0.1,5,269728,0.37,0.05,1.85,-80.0407591,41.99413787
Berks,2020-05-23T00:00:00Z,37,28.7,3876,8.8,6.8,920.3,5,4,317,421164,1.19,0.95,75.27,-75.93077327,40.41939635
Clearfield,2020-05-23T00:00:00Z,0,0.1,31,0,0.2,39.1,0,0,0,79255,0,0,0,-78.47558343,41.000429
Bedford,2020-05-23T00:00:00Z,0,0.6,38,0,1.2,79.4,0,0,2,47888,0,0,4.18,-78.49116474,40.00737536
Cambria,2020-05-23T00:00:00Z,1,0.1,47,0.8,0.1,36.1,0,0,2,130192,0,0,1.54,-78.71894174,40.49127491
Armstrong,2020-05-23T00:00:00Z,0,0,58,0,0,89.6,1,0.3,5,64735,1.54,0.44,7.72,-79.47316899,40.81509526
Fayette,2020-05-23T00:00:00Z,1,0.6,90,0.8,0.4,69.6,0,0,4,129274,0,0,3.09,-79.65189635,39.9194478
Columbia,2020-05-23T00:00:00Z,1,1.3,346,1.5,2,532.6,0,0.3,32,64964,0,0.44,49.26,-76.4100218,41.04912086
Clinton,2020-05-23T00:00:00Z,1,0.9,49,2.6,2.2,126.8,1,0.3,4,38632,2.59,0.74,10.35,-77.642837599999993,41.23286274
Bradford,2020-05-23T00:00:00Z,0,0.4,44,0,0.7,72.9,0,0,3,60323,0,0,4.97,-76.51825624,41.79117814
Adams,2020-05-23T00:00:00Z,4,5.3,227,3.9,5.1,220.4,0,0.4,8,103009,0,0.42,7.77,-77.22224271,39.87209565
Schuylkill,2020-05-23T00:00:00Z,9,8.4,579,6.4,6,409.6,2,1,34,141359,1.41,0.71,24.05,-76.22332385,40.70751243
Montgomery,2020-05-23T00:00:00Z,62,91.1,6560,7.5,11,789.5,9,8.6,696,830915,1.08,1.03,83.76,-75.37252001,40.20989874
Luzerne,2020-05-23T00:00:00Z,14,16.6,2625,4.4,5.2,827,2,2.1,153,317417,0.63,0.68,48.2,-75.9919961,41.17836439
Fulton,2020-05-23T00:00:00Z,0,0.4,14,0,2.9,96.4,0,0,1,14530,0,0,6.88,-78.11485045,39.92487511
Mercer,2020-05-23T00:00:00Z,1,1.6,103,0.9,1.4,94.1,0,0.1,6,109424,0,0.13,5.48,-80.26009411,41.30237777
Juniata,2020-05-23T00:00:00Z,0,0,94,0,0,379.6,0,0.1,4,24763,0,0.58,16.15,-77.405775,40.53433008
Potter,2020-05-23T00:00:00Z,0,0,4,0,0,24.2,0,0,0,16526,0,0,0,-77.89879229,41.74420644
Monroe,2020-05-23T00:00:00Z,2,4.9,1282,1.2,2.9,752.9,0,0.7,102,170271,0,0.42,59.9,-75.34083603,41.06091787
Perry,2020-05-23T00:00:00Z,1,0.9,46,2.2,1.9,99.4,0,0,1,46272,0,0,2.16,-77.25907385,40.40415317
Philadelphia,2020-05-23T00:00:00Z,201,222.6,21351,12.7,14.1,1347.9,9,13.7,1437,1584064,0.57,0.87,90.72,-75.140236,40.00444354
Pike,2020-05-23T00:00:00Z,1,2.4,467,1.8,4.4,836.8,0,0,19,55809,0,0,34.04,-75.03270924,41.332572
Mifflin,2020-05-23T00:00:00Z,1,0.1,59,2.2,0.3,127.9,0,0,1,46138,0,0,2.17,-77.62003089,40.61274928
Northampton,2020-05-23T00:00:00Z,43,25.6,2882,14.1,8.4,944,2,3.1,213,305285,0.66,1.03,69.77,-75.31263726,40.7545954
Greene,2020-05-23T00:00:00Z,0,0,25,0,0,69,0,0,0,36233,0,0,0,-80.22943817,39.85480393
Lackawanna,2020-05-23T00:00:00Z,11,19.3,1468,5.2,9.2,700.1,1,3,172,209674,0.48,1.43,82.03,-75.61218345,41.43910064
Lebanon,2020-05-23T00:00:00Z,8,4.9,906,5.6,3.4,639,0,1.1,32,141793,0,0.81,22.57,-76.46182575,40.367597
Jefferson,2020-05-23T00:00:00Z,0,0,7,0,0,16.1,0,0,0,43425,0,0,0,-79.00101814,41.13139091
Lawrence,2020-05-23T00:00:00Z,0,0.1,73,0,0.2,85.4,0,0,8,85512,0,0,9.36,-80.33754114,40.99325035
Huntingdon,2020-05-23T00:00:00Z,1,2,228,2.2,4.4,505.1,0,0.3,2,45144,0,0.63,4.43,-77.9827661,40.416105
Lancaster,2020-05-23T00:00:00Z,56,49.1,2852,10.3,9,522.6,1,3,298,545724,0.18,0.55,54.61,-76.25138768,40.04590796
Northumberland,2020-05-23T00:00:00Z,7,3.6,171,7.7,3.9,188.2,0,0.1,3,90843,0,0.16,3.3,-76.71188423,40.85150926
Montour,2020-05-23T00:00:00Z,0,0,50,0,0,274.3,0,0,0,18230,0,0,0,-76.66470527,41.02801824
Lehigh,2020-05-23T00:00:00Z,22,25.9,3630,6,7,982.9,4,4.7,238,369318,1.08,1.28,64.44,-75.60099481,40.61464794
Indiana,2020-05-23T00:00:00Z,0,0.4,84,0,0.5,99.9,0,0,6,84073,0,0,7.14,-79.09333493,40.65295497
Lycoming,2020-05-23T00:00:00Z,0,1.1,157,0,1,138.6,0,0.6,17,113299,0,0.5,15,-77.06942457,41.34459792
Susquehanna,2020-05-23T00:00:00Z,0,1.4,92,0,3.5,228.1,0,0,15,40328,0,0,37.2,-75.80250303,41.8205686
Tioga,2020-05-23T00:00:00Z,0,0,16,0,0,39.4,0,0,2,40591,0,0,4.93,-77.25788076,41.77333834
Wayne,2020-05-23T00:00:00Z,0,1.1,114,0,2.2,222,0,0,7,51361,0,0,13.63,-75.3051535,41.64969805
York,2020-05-23T00:00:00Z,17,10.1,925,3.8,2.3,206,1,0.6,25,449058,0.22,0.13,5.57,-76.72576052,39.92192531
Somerset,2020-05-23T00:00:00Z,0,0.4,37,0,0.6,50.4,0,0.1,1,73447,0,0.19,1.36,-79.03100206,39.97146299
Wyoming,2020-05-23T00:00:00Z,0,0.6,32,0,2.1,119.4,0,0,7,26794,0,0,26.13,-76.01813003,41.51892488
Snyder,2020-05-23T00:00:00Z,0,0.4,40,0,1.1,99.1,0,0,1,40372,0,0,2.48,-77.07255968,40.77113737
Westmoreland,2020-05-23T00:00:00Z,2,1.6,436,0.6,0.5,125,0,0,38,348899,0,0,10.89,-79.47134118,40.310315
Warren,2020-05-23T00:00:00Z,0,0.1,3,0,0.4,7.7,0,0,0,39191,0,0,0,-79.27858158,41.81675237
Union,2020-05-23T00:00:00Z,1,2.1,53,2.2,4.8,118,0,0,1,44923,0,0,2.23,-77.06415803,40.96473131
Washington,2020-05-23T00:00:00Z,2,1,131,1,0.5,63.3,0,0.1,5,206865,0,0.07,2.42,-80.25180083,40.19109663
Venango,2020-05-23T00:00:00Z,0,0,8,0,0,15.8,0,0,0,50668,0,0,0,-79.76286561,41.40341259
Sullivan,2020-05-23T00:00:00Z,0,0,2,0,0,33,0,0,0,6066,0,0,0,-76.5147922,41.4480994
McKean,2020-05-24T00:00:00Z,1,0.1,9,2.5,0.4,22.2,0,0,1,40625,0,0,2.46,-78.5712202,41.81037074
Centre,2020-05-24T00:00:00Z,1,1.9,144,0.6,1.1,88.7,0,0,5,162385,0,0,3.08,-77.82500112,40.9193135
Cambria,2020-05-24T00:00:00Z,0,0.1,47,0,0.1,36.1,0,0,2,130192,0,0,1.54,-78.71894174,40.49127491
Berks,2020-05-24T00:00:00Z,21,25.6,3897,5,6.1,925.3,2,3.9,319,421164,0.47,0.92,75.74,-75.93077327,40.41939635
Armstrong,2020-05-24T00:00:00Z,0,0,58,0,0,89.6,0,0.3,5,64735,0,0.44,7.72,-79.47316899,40.81509526
Crawford,2020-05-24T00:00:00Z,0,0.1,22,0,0.2,26,0,0,0,84629,0,0,0,-80.11321083,41.68546907
Elk,2020-05-24T00:00:00Z,0,0,5,0,0,16.7,0,0,0,29910,0,0,0,-78.64947713,41.42819416
Blair,2020-05-24T00:00:00Z,2,1.3,46,1.6,1.1,37.8,0,0,1,121829,0,0,0.82,-78.34907687,40.48555024
Bradford,2020-05-24T00:00:00Z,0,0.4,44,0,0.7,72.9,0,0,3,60323,0,0,4.97,-76.51825624,41.79117814
Adams,2020-05-24T00:00:00Z,2,5,229,1.9,4.9,222.3,0,0.4,8,103009,0,0.42,7.77,-77.22224271,39.87209565
Allegheny,2020-05-24T00:00:00Z,19,22,1765,1.6,1.8,145.1,1,0.9,169,1216045,0.08,0.07,13.9,-79.98619843,40.46735543
Butler,2020-05-24T00:00:00Z,4,2.7,210,2.1,1.4,111.8,0,0,12,187853,0,0,6.39,-79.91711779,40.91083185
Cameron,2020-05-24T00:00:00Z,0,0,2,0,0,45,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Forest,2020-05-24T00:00:00Z,0,0,7,0,0,96.6,0,0,0,7247,0,0,0,-79.23780995,41.51357876
Bucks,2020-05-24T00:00:00Z,22,47.7,4808,3.5,7.6,765.3,5,6.7,514,628270,0.8,1.07,81.81,-75.11291241,40.33501133
Dauphin,2020-05-24T00:00:00Z,29,21.3,1116,10.4,7.6,401,2,2.4,77,278299,0.72,0.87,27.67,-76.77960568,40.41974636
Franklin,2020-05-24T00:00:00Z,4,14.1,739,2.6,9.1,476.7,0,0.9,35,155027,0,0.55,22.58,-77.72398845,39.92786197
Chester,2020-05-24T00:00:00Z,38,33.7,2362,7.2,6.4,449.9,4,4.1,278,524989,0.76,0.79,52.95,-75.75626498,39.97487056
Clarion,2020-05-24T00:00:00Z,0,0.1,25,0,0.4,65,0,0,2,38438,0,0,5.2,-79.42483608,41.19279129
Cumberland,2020-05-24T00:00:00Z,7,10.3,585,2.8,4.1,230.9,1,0.4,50,253370,0.39,0.17,19.73,-77.26866271,40.16759839
Erie,2020-05-24T00:00:00Z,7,10.6,223,2.6,3.9,82.7,0,0.1,5,269728,0,0.05,1.85,-80.0407591,41.99413787
Bedford,2020-05-24T00:00:00Z,0,0.6,38,0,1.2,79.4,0,0,2,47888,0,0,4.18,-78.49116474,40.00737536
Columbia,2020-05-24T00:00:00Z,0,1.1,346,0,1.8,532.6,0,0.3,32,64964,0,0.44,49.26,-76.4100218,41.04912086
Carbon,2020-05-24T00:00:00Z,2,2,229,3.1,3.1,356.8,0,0.3,25,64182,0,0.45,38.95,-75.71107039,40.91936701
Fayette,2020-05-24T00:00:00Z,0,0.4,90,0,0.3,69.6,0,0,4,129274,0,0,3.09,-79.65189635,39.9194478
Clearfield,2020-05-24T00:00:00Z,0,0.1,31,0,0.2,39.1,0,0,0,79255,0,0,0,-78.47558343,41.000429
Clinton,2020-05-24T00:00:00Z,2,1.1,51,5.2,3,132,0,0.3,4,38632,0,0.74,10.35,-77.642837599999993,41.23286274
Delaware,2020-05-24T00:00:00Z,35,67,6150,6.2,11.8,1085.1,7,7.3,604,566747,1.24,1.29,106.57,-75.40627712,39.91657867
Beaver,2020-05-24T00:00:00Z,12,5,564,7.3,3.1,344.1,0,0.4,77,163929,0,0.26,46.97,-80.35107356,40.68349245
Jefferson,2020-05-24T00:00:00Z,0,0,7,0,0,16.1,0,0,0,43425,0,0,0,-79.00101814,41.13139091
Huntingdon,2020-05-24T00:00:00Z,0,2,228,0,4.4,505.1,0,0.1,2,45144,0,0.32,4.43,-77.9827661,40.416105
Mifflin,2020-05-24T00:00:00Z,0,0.1,59,0,0.3,127.9,0,0,1,46138,0,0,2.17,-77.62003089,40.61274928
Lycoming,2020-05-24T00:00:00Z,2,1.1,159,1.8,1,140.3,0,0.4,17,113299,0,0.38,15,-77.06942457,41.34459792
Indiana,2020-05-24T00:00:00Z,0,0.4,84,0,0.5,99.9,0,0,6,84073,0,0,7.14,-79.09333493,40.65295497
Monroe,2020-05-24T00:00:00Z,1,4.3,1283,0.6,2.5,753.5,0,0.3,102,170271,0,0.17,59.9,-75.34083603,41.06091787
Luzerne,2020-05-24T00:00:00Z,9,16.9,2634,2.8,5.3,829.8,1,2.3,154,317417,0.32,0.72,48.52,-75.9919961,41.17836439
Pike,2020-05-24T00:00:00Z,0,2.1,467,0,3.8,836.8,1,0.1,20,55809,1.79,0.26,35.84,-75.03270924,41.332572
Schuylkill,2020-05-24T00:00:00Z,7,8.9,586,5,6.3,414.5,1,1.1,35,141359,0.71,0.81,24.76,-76.22332385,40.70751243
Northampton,2020-05-24T00:00:00Z,12,24,2894,3.9,7.9,948,3,3.4,216,305285,0.98,1.12,70.75,-75.31263726,40.7545954
Greene,2020-05-24T00:00:00Z,0,0,25,0,0,69,0,0,0,36233,0,0,0,-80.22943817,39.85480393
Montgomery,2020-05-24T00:00:00Z,49,81,6609,5.9,9.7,795.4,6,7.4,702,830915,0.72,0.89,84.49,-75.37252001,40.20989874
Lebanon,2020-05-24T00:00:00Z,2,5,908,1.4,3.5,640.4,1,1.3,33,141793,0.71,0.91,23.27,-76.46182575,40.367597
Lackawanna,2020-05-24T00:00:00Z,3,17,1471,1.4,8.1,701.6,1,2.6,173,209674,0.48,1.23,82.51,-75.61218345,41.43910064
Perry,2020-05-24T00:00:00Z,0,0.7,46,0,1.5,99.4,0,0,1,46272,0,0,2.16,-77.25907385,40.40415317
Lawrence,2020-05-24T00:00:00Z,0,0.1,73,0,0.2,85.4,0,0,8,85512,0,0,9.36,-80.33754114,40.99325035
Mercer,2020-05-24T00:00:00Z,1,1.4,104,0.9,1.3,95,0,0,6,109424,0,0,5.48,-80.26009411,41.30237777
Juniata,2020-05-24T00:00:00Z,0,0,94,0,0,379.6,0,0.1,4,24763,0,0.58,16.15,-77.405775,40.53433008
Northumberland,2020-05-24T00:00:00Z,4,3.6,175,4.4,3.9,192.6,0,0.1,3,90843,0,0.16,3.3,-76.71188423,40.85150926
Lancaster,2020-05-24T00:00:00Z,46,49.4,2898,8.4,9.1,531,0,2.1,298,545724,0,0.39,54.61,-76.25138768,40.04590796
Potter,2020-05-24T00:00:00Z,0,0,4,0,0,24.2,0,0,0,16526,0,0,0,-77.89879229,41.74420644
Montour,2020-05-24T00:00:00Z,0,0,50,0,0,274.3,0,0,0,18230,0,0,0,-76.66470527,41.02801824
Philadelphia,2020-05-24T00:00:00Z,192,221.4,21543,12.1,14,1360,10,12.3,1447,1584064,0.63,0.78,91.35,-75.140236,40.00444354
Fulton,2020-05-24T00:00:00Z,1,0.6,15,6.9,3.9,103.2,0,0,1,14530,0,0,6.88,-78.11485045,39.92487511
Lehigh,2020-05-24T00:00:00Z,16,24.9,3646,4.3,6.7,987.2,2,4.6,240,369318,0.54,1.24,64.98,-75.60099481,40.61464794
York,2020-05-24T00:00:00Z,5,10.3,930,1.1,2.3,207.1,1,0.6,26,449058,0.22,0.13,5.79,-76.72576052,39.92192531
Wayne,2020-05-24T00:00:00Z,1,1.3,115,1.9,2.5,223.9,0,0,7,51361,0,0,13.63,-75.3051535,41.64969805
